Sentence ID,Company Name,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,Primary Industry description
620,total capital sa,https://permid.org/1-4296676289,Total Capital SA,92%,Excellent,total capital,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,France,France,"Excludes providers of investment banking services, classified in Investment Banking."
621,total infrastructures gaz france,,,,No Match,total infrastructures gaz france,,,,No Match,False,0,0,0,0,0,0
622,traton finance luxemburg sa,https://permid.org/1-5079693909,Traton Finance Luxembourg SA,55%,Possible,traton finance luxemburg,https://permid.org/1-5079693909,Traton Finance Luxembourg SA,31%,Possible,True,0,0,0,0,0,0
623,tyco electronics group sa,https://permid.org/1-4297630575,Tyco Electronics Group SA,92%,Excellent,tyco electronics group,https://permid.org/1-4297630575,Tyco Electronics Group SA,92%,Excellent,True,Electronic Equipment & Parts,Technology Equipment,Technology,Luxembourg,Luxembourg,"Manufacturers of electronic products, such as biometric products, electronic components and parts and display screens."
624,unibail rodamco se,https://permid.org/1-4295868264,Unibail-Rodamco-Westfield SE,92%,Excellent,unibail rodamco,https://permid.org/1-4295868264,Unibail-Rodamco-Westfield SE,92%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,Investment trusts that secure interests related to rights on residential and commercial real estate.
625,unilever finance netherlands bv,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,92%,Excellent,unilever finance netherlands,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,69%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
626,unilever finance netherlands bv,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,92%,Excellent,unilever finance netherlands,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,69%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,Includes bank holding companies.
627,unilever finance netherlands bv,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,92%,Excellent,unilever finance netherlands,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,69%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
628,unilever nv,,,,No Match,unilever,https://permid.org/1-4295894770,Unilever PLC,56%,Possible,False,Personal & Household Products & Services,Personal & Household Products & Services,Consumer Non-Cyclicals,United Kingdom,United Kingdom,"Manufacturers of non-durable household goods, personal products and providers of personal services."
629,uniper se,https://permid.org/1-5051387035,Uniper SE,92%,Excellent,uniper,https://permid.org/1-5051387035,Uniper SE,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Germany,Germany,"Producers and distributors of electric power, natural gas and combined heat and power."
630,uniper se,https://permid.org/1-5051387035,Uniper SE,92%,Excellent,uniper,https://permid.org/1-5051387035,Uniper SE,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Germany,Germany,"Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations."
631,uniper se,https://permid.org/1-5051387035,Uniper SE,92%,Excellent,uniper,https://permid.org/1-5051387035,Uniper SE,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Germany,Germany,Includes also utility infrastructure operators.
632,uniqa insurance group ag,https://permid.org/1-4295858953,UNIQA Insurance Group AG,92%,Excellent,uniqa insurance group,https://permid.org/1-4295858953,UNIQA Insurance Group AG,71%,Good,True,Insurance,Insurance,Financials,Austria,Austria,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
633,upjohn finance bv,https://permid.org/1-5074779515,Upjohn Finance BV,92%,Excellent,upjohn finance,https://permid.org/1-5074779515,Upjohn Finance BV,92%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,Netherlands,Netherlands,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures."
634,upm kymmene oyj,https://permid.org/1-4295866353,UPM-Kymmene Oyj,92%,Excellent,upm kymmene,https://permid.org/1-4295866353,UPM-Kymmene Oyj,92%,Excellent,True,Paper & Forest Products,Applied Resources,Basic Materials,Finland,Finland,"Operators of forests, pulp and paper mills, producers and manufacturers of wood and paper products, and providers of related services."
635,urenco finance nv,https://permid.org/1-4297245020,Urenco Finance NV,92%,Excellent,urenco finance,https://permid.org/1-5046438306,Urenco Finance UK Ltd,61%,Good,False,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,Generators and distributors of electric power.
636,urenco finance nv,https://permid.org/1-4297245020,Urenco Finance NV,92%,Excellent,urenco finance,https://permid.org/1-5046438306,Urenco Finance UK Ltd,61%,Good,False,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,"Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
637,valeo sa,https://permid.org/1-4295867394,Valeo SE,92%,Excellent,valeo,https://permid.org/1-4295867394,Valeo SE,92%,Excellent,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,France,France,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
638,vantage towers ag,https://permid.org/1-5076167430,Vantage Towers AG,92%,Excellent,vantage towers,https://permid.org/1-5080045750,Vantage Towers AE,92%,Excellent,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Germany,Germany,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects."
639,vantage towers ag,https://permid.org/1-5076167430,Vantage Towers AG,92%,Excellent,vantage towers,https://permid.org/1-5080045750,Vantage Towers AE,92%,Excellent,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Germany,Germany,"Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings."
640,vantage towers ag,https://permid.org/1-5076167430,Vantage Towers AG,92%,Excellent,vantage towers,https://permid.org/1-5080045750,Vantage Towers AE,92%,Excellent,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Germany,Germany,Includes also manufacturers of heavy machinery for permanent installation.
641,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,True,Water & Related Utilities,Utilities,Utilities,France,France,"Operators of water delivery infrastructure, water treatment, filtration and sewage disposal plants."
642,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,True,Water & Related Utilities,Utilities,Utilities,France,France,"Includes operators supplying geothermal, steam heat and cooled air, as well as providers of hot water for district heating purposes."
643,veolia environnement sa,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,True,Water & Related Utilities,Utilities,Utilities,France,France,"Operators of water delivery infrastructure, water treatment, filtration and sewage disposal plants."
644,veolia environnement sa,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,True,Water & Related Utilities,Utilities,Utilities,France,France,"Includes operators supplying geothermal, steam heat and cooled air, as well as providers of hot water for district heating purposes."
645,verbund ag,https://permid.org/1-4295859071,Verbund AG,92%,Excellent,verbund,https://permid.org/1-4295859071,Verbund AG,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Austria,Austria,Generators and distributors of electric power.
646,verbund ag,https://permid.org/1-4295859071,Verbund AG,92%,Excellent,verbund,https://permid.org/1-4295859071,Verbund AG,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Austria,Austria,"Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
647,vgp nv,https://permid.org/1-4297884956,VGP NV,92%,Excellent,vgp,https://permid.org/1-4297884956,VGP NV,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Belgium,Belgium,"Developers and managers of real estate who build, rent and lease residential and commercial properties."
648,vgp nv,https://permid.org/1-4297884956,VGP NV,92%,Excellent,vgp,https://permid.org/1-4297884956,VGP NV,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Belgium,Belgium,"Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
649,vienna insurance group ag,https://permid.org/1-4295859017,Vienna Insurance Group AG Wiener Versicherung Gruppe,69%,Good,vienna insurance group,https://permid.org/1-4295859017,Vienna Insurance Group AG Wiener Versicherung Gruppe,92%,Excellent,True,Insurance,Insurance,Financials,Austria,Austria,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
650,vier gas transport gmbh,https://permid.org/1-5037635945,Vier Gas Transport GmbH,92%,Excellent,vier gas transport,https://permid.org/1-5037635945,Vier Gas Transport GmbH,92%,Excellent,True,0,0,0,0,0,0
651,vinci,https://permid.org/1-4295867538,Vinci SA,92%,Excellent,vinci,https://permid.org/1-4295867538,Vinci SA,92%,Excellent,True,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects."
652,vinci,https://permid.org/1-4295867538,Vinci SA,92%,Excellent,vinci,https://permid.org/1-4295867538,Vinci SA,92%,Excellent,True,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,"Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings."
653,vinci,https://permid.org/1-4295867538,Vinci SA,92%,Excellent,vinci,https://permid.org/1-4295867538,Vinci SA,92%,Excellent,True,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,Includes also manufacturers of heavy machinery for permanent installation.
654,vivendi,https://permid.org/1-4295867220,Vivendi SE,92%,Excellent,vivendi,https://permid.org/1-4295867220,Vivendi SE,92%,Excellent,True,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
655,vivendi sa,,,,No Match,vivendi,https://permid.org/1-4295867220,Vivendi SE,92%,Excellent,False,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
656,volkswagen intl finance nv,https://permid.org/1-4296694478,Volkswagen International Finance NV,92%,Excellent,volkswagen intl finance,https://permid.org/1-4296694478,Volkswagen International Finance NV,59%,Possible,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Netherlands,Netherlands,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
