Sentence ID,Company Name,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,Primary Industry description
357,holding d infrastructures de transport sas,,,,No Match,holding d infrastructures de transport,,,,No Match,False,0,0,0,0,0,0
358,holding dinfrastr de transp,,,,No Match,holding dinfrastr de tran,,,,No Match,False,0,0,0,0,0,0
359,holding dinfrastructure,https://permid.org/1-5000919963,Hldg Dinfrastructure De Transport Sas,32%,Possible,holding dinfrastructure,https://permid.org/1-5000919963,Hldg Dinfrastructure De Transport Sas,32%,Possible,True,0,0,0,0,0,0
360,iberdrola finanzas sau,https://permid.org/1-4297231408,Iberdrola Finanzas SA,92%,Excellent,iberdrola finanzas,https://permid.org/1-4297231408,Iberdrola Finanzas SA,79%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
361,iberdrola finanzas sau,https://permid.org/1-4297231408,Iberdrola Finanzas SA,92%,Excellent,iberdrola finanzas,https://permid.org/1-4297231408,Iberdrola Finanzas SA,79%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,Includes bank holding companies.
362,iberdrola finanzas sau,https://permid.org/1-4297231408,Iberdrola Finanzas SA,92%,Excellent,iberdrola finanzas,https://permid.org/1-4297231408,Iberdrola Finanzas SA,79%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Excludes providers of investment banking services, classified in Investment Banking."
363,iberdrola international bv,https://permid.org/1-5050277472,Iberdrola International Finance BV,53%,Possible,iberdrola international,https://permid.org/1-5050277472,Iberdrola International Finance BV,44%,Possible,True,0,0,0,0,0,0
364,ignitis grupe uab,https://permid.org/1-5000609627,Ignitis Grupe AB,89%,Good,ignitis grupe uab,https://permid.org/1-5000609627,Ignitis Grupe AB,89%,Good,True,Electric Utilities & IPPs,Utilities,Utilities,Lithuania,Lithuania,Generators and distributors of electric power.
365,ignitis grupe uab,https://permid.org/1-5000609627,Ignitis Grupe AB,89%,Good,ignitis grupe uab,https://permid.org/1-5000609627,Ignitis Grupe AB,89%,Good,True,Electric Utilities & IPPs,Utilities,Utilities,Lithuania,Lithuania,"Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
366,immofinanz ag,https://permid.org/1-4295859001,Immofinanz AG,92%,Excellent,immofinanz,https://permid.org/1-4295859001,Immofinanz AG,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Austria,Austria,"Developers and managers of real estate who build, rent and lease residential and commercial properties."
367,immofinanz ag,https://permid.org/1-4295859001,Immofinanz AG,92%,Excellent,immofinanz,https://permid.org/1-4295859001,Immofinanz AG,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Austria,Austria,"Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
368,imperial brands finance netherlands bv,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,92%,Excellent,imperial brands finance netherlands,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,74%,Good,True,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,Companies primarily engaged in investing in securities/stakes of other companies and for their own profits.
369,imperial brands finance netherlands bv,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,92%,Excellent,imperial brands finance netherlands,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,74%,Good,True,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,Investment Holding Companies might have both minority and majority stakes.
370,imperial brands finance netherlands bv,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,92%,Excellent,imperial brands finance netherlands,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,74%,Good,True,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,"Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
371,infineon technologies ag,https://permid.org/1-4295870063,Infineon Technologies AG,92%,Excellent,infineon technologies,https://permid.org/1-4295870063,Infineon Technologies AG,59%,Possible,True,Semiconductors & Semiconductor Equipment,Technology Equipment,Technology,Germany,Germany,"Designers and manufacturers of semiconductors, as well as producers of testing and manufacturing equipment for semiconductor manufacturers."
372,infra park,https://permid.org/1-5050701816,DG Infra+ Park Invest BV,19%,Possible,infra park,https://permid.org/1-5050701816,DG Infra+ Park Invest BV,19%,Possible,True,0,0,0,0,0,0
373,infrastrutture wireless italiane spa,https://permid.org/1-5045517782,Infrastrutture Wireless Italiane SpA,92%,Excellent,infrastrutture wireless italiane,https://permid.org/1-5045517782,Infrastrutture Wireless Italiane SpA,75%,Good,True,Telecommunications Services,Telecommunications Services,Technology,Italy,Italy,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
374,infrax cvba,https://permid.org/1-5037937293,Infrax CVBA,92%,Excellent,infrax,https://permid.org/1-4297695639,Infrax Systems Inc,22%,Possible,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Belgium,Belgium,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects."
375,infrax cvba,https://permid.org/1-5037937293,Infrax CVBA,92%,Excellent,infrax,https://permid.org/1-4297695639,Infrax Systems Inc,22%,Possible,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Belgium,Belgium,"Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings."
376,infrax cvba,https://permid.org/1-5037937293,Infrax CVBA,92%,Excellent,infrax,https://permid.org/1-4297695639,Infrax Systems Inc,22%,Possible,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Belgium,Belgium,Includes also manufacturers of heavy machinery for permanent installation.
377,inmobiliaria colonial,https://permid.org/1-4295889320,Inmobiliaria Colonial SOCIMI SA,92%,Excellent,inmobiliaria colonial,https://permid.org/1-4295889320,Inmobiliaria Colonial SOCIMI SA,92%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,Spain,Spain,Investment trusts that secure interests related to rights on residential and commercial real estate.
378,innogy finance bv,https://permid.org/1-4296653814,innogy Finance BV,92%,Excellent,innogy finance,https://permid.org/1-4296653814,innogy Finance BV,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Netherlands,Netherlands,"Producers and distributors of electric power, natural gas and combined heat and power."
379,innogy finance bv,https://permid.org/1-4296653814,innogy Finance BV,92%,Excellent,innogy finance,https://permid.org/1-4296653814,innogy Finance BV,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Netherlands,Netherlands,"Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations."
380,innogy finance bv,https://permid.org/1-4296653814,innogy Finance BV,92%,Excellent,innogy finance,https://permid.org/1-4296653814,innogy Finance BV,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Netherlands,Netherlands,Includes also utility infrastructure operators.
381,innogy finance ii bv,https://permid.org/1-5048276776,innogy Finance II BV,92%,Excellent,innogy finance ii,https://permid.org/1-5048276776,innogy Finance II BV,66%,Good,True,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,Companies primarily engaged in investing in securities/stakes of other companies and for their own profits.
382,innogy finance ii bv,https://permid.org/1-5048276776,innogy Finance II BV,92%,Excellent,innogy finance ii,https://permid.org/1-5048276776,innogy Finance II BV,66%,Good,True,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,Investment Holding Companies might have both minority and majority stakes.
383,innogy finance ii bv,https://permid.org/1-5048276776,innogy Finance II BV,92%,Excellent,innogy finance ii,https://permid.org/1-5048276776,innogy Finance II BV,66%,Good,True,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,"Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
384,international consolidated airlines group,https://permid.org/1-5001229906,International Consolidated Airlines Group SA,80%,Good,international consolidated airlines group,https://permid.org/1-5001229906,International Consolidated Airlines Group SA,80%,Good,True,Passenger Transportation Services,Transportation,Industrials,United Kingdom,Spain,"Providers of transportation services to passengers via air, ground and sea."
385,iren spa,https://permid.org/1-4295875719,Iren SpA,92%,Excellent,iren,https://permid.org/1-4295875719,Iren SpA,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Italy,Italy,"Producers and distributors of electric power, natural gas and combined heat and power."
386,iren spa,https://permid.org/1-4295875719,Iren SpA,92%,Excellent,iren,https://permid.org/1-4295875719,Iren SpA,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Italy,Italy,"Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations."
387,iren spa,https://permid.org/1-4295875719,Iren SpA,92%,Excellent,iren,https://permid.org/1-4295875719,Iren SpA,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Italy,Italy,Includes also utility infrastructure operators.
388,iss finance bv,https://permid.org/1-5074640466,ISS Finance BV,92%,Excellent,iss finance,https://permid.org/1-5074640466,ISS Finance BV,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,Companies primarily engaged in investing in securities/stakes of other companies and for their own profits.
389,iss finance bv,https://permid.org/1-5074640466,ISS Finance BV,92%,Excellent,iss finance,https://permid.org/1-5074640466,ISS Finance BV,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,Investment Holding Companies might have both minority and majority stakes.
390,iss finance bv,https://permid.org/1-5074640466,ISS Finance BV,92%,Excellent,iss finance,https://permid.org/1-5074640466,ISS Finance BV,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,"Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
391,iss finance nb,,,,No Match,iss finance nb,,,,No Match,False,0,0,0,0,0,0
392,italgas spa,https://permid.org/1-5052167677,Italgas SpA,92%,Excellent,italgas,https://permid.org/1-5052167677,Italgas SpA,92%,Excellent,True,Natural Gas Utilities,Utilities,Utilities,Italy,Italy,Producers and distributors of natural gas.
393,jab holdings bv,https://permid.org/1-5037932504,JAB Holdings BV,92%,Excellent,jab holdings,https://permid.org/1-5043346727,JAB Holding Company SARL,92%,Excellent,False,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,Companies primarily engaged in investing in securities/stakes of other companies and for their own profits.
394,jab holdings bv,https://permid.org/1-5037932504,JAB Holdings BV,92%,Excellent,jab holdings,https://permid.org/1-5043346727,JAB Holding Company SARL,92%,Excellent,False,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,Investment Holding Companies might have both minority and majority stakes.
395,jab holdings bv,https://permid.org/1-5037932504,JAB Holdings BV,92%,Excellent,jab holdings,https://permid.org/1-5043346727,JAB Holding Company SARL,92%,Excellent,False,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,"Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
396,jcdecaux sa,https://permid.org/1-4295867953,JCDecaux SA,92%,Excellent,jcdecaux,https://permid.org/1-4295867953,JCDecaux SA,92%,Excellent,True,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
397,john deere cash management sa,https://permid.org/1-4297058300,John Deere Cash Management SA,92%,Excellent,john deere cash management,https://permid.org/1-4297058300,John Deere Cash Management SA,92%,Excellent,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
398,kelag karntner elektrizitats aktiengesellschaft,https://permid.org/1-4296717654,Kelag kaerntner Elektrizitaets AG,92%,Excellent,kelag karntner elektrizitats aktiengesellschaft,https://permid.org/1-4296717654,Kelag kaerntner Elektrizitaets AG,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Austria,Austria,"Producers and distributors of electric power, natural gas and combined heat and power."
399,kelag karntner elektrizitats aktiengesellschaft,https://permid.org/1-4296717654,Kelag kaerntner Elektrizitaets AG,92%,Excellent,kelag karntner elektrizitats aktiengesellschaft,https://permid.org/1-4296717654,Kelag kaerntner Elektrizitaets AG,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Austria,Austria,"Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations."
400,kelag karntner elektrizitats aktiengesellschaft,https://permid.org/1-4296717654,Kelag kaerntner Elektrizitaets AG,92%,Excellent,kelag karntner elektrizitats aktiengesellschaft,https://permid.org/1-4296717654,Kelag kaerntner Elektrizitaets AG,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Austria,Austria,Includes also utility infrastructure operators.
401,kering sa,https://permid.org/1-4295867170,Kering SA,92%,Excellent,kering,https://permid.org/1-4295867170,Kering SA,92%,Excellent,True,Specialty Retailers,Retailers,Consumer Cyclicals,France,France,Retailers operating stores and dealerships focused on a single area.
402,kering sa,https://permid.org/1-4295867170,Kering SA,92%,Excellent,kering,https://permid.org/1-4295867170,Kering SA,92%,Excellent,True,Specialty Retailers,Retailers,Consumer Cyclicals,France,France,"Includes auto part, home improvement, home furnishing, office supply, toy, sporting equipment, book, kitchenware and houseware retailers."
403,kering sa,https://permid.org/1-4295867170,Kering SA,92%,Excellent,kering,https://permid.org/1-4295867170,Kering SA,92%,Excellent,True,Specialty Retailers,Retailers,Consumer Cyclicals,France,France,"Includes also garden centers, car and truck dealerships."
404,kerry group financial services,https://permid.org/1-4298364799,Kerry Group Financial Services Unlimited Co,26%,Possible,kerry group financial service,https://permid.org/1-4298364799,Kerry Group Financial Services Unlimited Co,26%,Possible,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Ireland,Ireland,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
405,kion group ag,https://permid.org/1-5066558455,Kion Group AG,92%,Excellent,kion group,https://permid.org/1-5066558455,Kion Group AG,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Germany,Germany,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
406,klepierre,https://permid.org/1-4295866923,Klepierre SA,92%,Excellent,klepierre,https://permid.org/1-4295866923,Klepierre SA,92%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,Investment trusts that secure interests related to rights on residential and commercial real estate.
407,knorr bremse ag,https://permid.org/1-4295869167,Knorr Bremse AG,92%,Excellent,knorr bremse,https://permid.org/1-4295869167,Knorr Bremse AG,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Germany,Germany,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
408,kojamo oyj,https://permid.org/1-4296619425,Kojamo Oyj,92%,Excellent,kojamo,https://permid.org/1-4296619425,Kojamo Oyj,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,"Developers and managers of real estate who build, rent and lease residential and commercial properties."
409,kojamo oyj,https://permid.org/1-4296619425,Kojamo Oyj,92%,Excellent,kojamo,https://permid.org/1-4296619425,Kojamo Oyj,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,"Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
410,koninklijke ahold delhaize nv,https://permid.org/1-4295884672,Koninklijke Ahold Delhaize NV,92%,Excellent,koninklijke ahold delhaize,https://permid.org/1-4295884672,Koninklijke Ahold Delhaize NV,77%,Good,True,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,Netherlands,Netherlands,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores."
411,koninklijke dsm nv,https://permid.org/1-4295884728,Koninklijke DSM NV,92%,Excellent,koninklijke dsm,https://permid.org/1-4295884728,Koninklijke DSM NV,92%,Excellent,True,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,"Producers and refiners of agricultural, commodity and specialty chemicals."
412,koninklijke kpn nv,https://permid.org/1-4295884844,Koninklijke KPN NV,92%,Excellent,koninklijke kpn,https://permid.org/1-4295884844,Koninklijke KPN NV,62%,Good,True,Telecommunications Services,Telecommunications Services,Technology,Netherlands,Netherlands,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
413,koninklijke philips nv,https://permid.org/1-4295884721,Koninklijke Philips NV,92%,Excellent,koninklijke philip,,,,No Match,False,Healthcare Equipment & Supplies,Healthcare Services & Equipment,Healthcare,Netherlands,Netherlands,"Manufacturers of advanced medical equipment, medical technology providers and basic medical supplies."
414,ks ag,https://permid.org/1-4295869106,K&S AG,92%,Excellent,ks,https://permid.org/1-4295869106,K&S AG,92%,Excellent,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,"Producers and refiners of agricultural, commodity and specialty chemicals."
415,ks aktiengesellschaft,https://permid.org/1-4295869106,K&S AG,92%,Excellent,ks aktiengesellschaft,https://permid.org/1-4295869106,K&S AG,92%,Excellent,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,"Producers and refiners of agricultural, commodity and specialty chemicals."
416,la poste,https://permid.org/1-4297057843,La Poste SA,92%,Excellent,la poste,https://permid.org/1-4297057843,La Poste SA,92%,Excellent,True,Freight & Logistics Services,Transportation,Industrials,France,France,"Providers of freight and logistics services by all means, such as air, marine and ground."
417,lanxess ag,https://permid.org/1-4295870205,Lanxess AG,92%,Excellent,lanxess,https://permid.org/1-4295870205,Lanxess AG,92%,Excellent,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,"Producers and refiners of agricultural, commodity and specialty chemicals."
418,leg immobilien ag,https://permid.org/1-5038054895,LEG Immobilien SE,92%,Excellent,leg immobilien,https://permid.org/1-5038054895,LEG Immobilien SE,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,"Developers and managers of real estate who build, rent and lease residential and commercial properties."
419,leg immobilien ag,https://permid.org/1-5038054895,LEG Immobilien SE,92%,Excellent,leg immobilien,https://permid.org/1-5038054895,LEG Immobilien SE,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,"Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
420,legrand sa,https://permid.org/1-4295868617,Legrand SA,92%,Excellent,legrand,https://permid.org/1-4295868617,Legrand SA,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,France,France,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
421,leonardo spa,https://permid.org/1-4295875430,Leonardo SpA,92%,Excellent,leonardo,https://permid.org/1-4295875430,Leonardo SpA,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,Italy,Italy,"Producers of commercial, military and private aircraft and spacecraft."
422,leonardo spa,https://permid.org/1-4295875430,Leonardo SpA,92%,Excellent,leonardo,https://permid.org/1-4295875430,Leonardo SpA,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,Italy,Italy,"Includes manufacturers of military equipment, vehicles, explosive ordnance, guidance systems, artillery, ammunition and other related weaponry."
423,leonardo spa,https://permid.org/1-4295875430,Leonardo SpA,92%,Excellent,leonardo,https://permid.org/1-4295875430,Leonardo SpA,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,Italy,Italy,Includes also manufacturers of satellites.
424,liberty mutual fineurope dac,https://permid.org/1-5055406275,Liberty Mutual Finance Europe DAC,15%,Possible,liberty mutual fineurope,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Ireland,Ireland,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
425,liberty mutual fineurope dac,https://permid.org/1-5055406275,Liberty Mutual Finance Europe DAC,15%,Possible,liberty mutual fineurope,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Ireland,Ireland,Includes bank holding companies.
426,liberty mutual fineurope dac,https://permid.org/1-5055406275,Liberty Mutual Finance Europe DAC,15%,Possible,liberty mutual fineurope,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Ireland,Ireland,"Excludes providers of investment banking services, classified in Investment Banking."
427,lietuvos energija uab,https://permid.org/1-5069461045,Lietuvos Energija Renewables UAB,45%,Possible,lietuvos energija uab,https://permid.org/1-5069461045,Lietuvos Energija Renewables UAB,45%,Possible,True,Electric Utilities & IPPs,Utilities,Utilities,Lithuania,,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators."
428,linde ag,https://permid.org/1-4296772323,Linde Gas GmbH,51%,Possible,linde,https://permid.org/1-4295903205,Linde Inc,35%,Possible,False,Chemicals,Chemicals,Basic Materials,Austria,Austria,"Producers and refiners of agricultural, commodity and specialty chemicals."
429,linde finance bv,https://permid.org/1-4296717566,Linde Finance BV,92%,Excellent,linde finance,https://permid.org/1-4298343230,Linde Finance,92%,Excellent,False,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,"Producers and refiners of agricultural, commodity and specialty chemicals."
430,linea group holding spa,https://permid.org/1-4297805945,Linea Group Holding SpA,92%,Excellent,linea group holding,https://permid.org/1-4297805945,Linea Group Holding SpA,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Italy,Italy,"Producers and distributors of electric power, natural gas and combined heat and power."
431,linea group holding spa,https://permid.org/1-4297805945,Linea Group Holding SpA,92%,Excellent,linea group holding,https://permid.org/1-4297805945,Linea Group Holding SpA,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Italy,Italy,"Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations."
432,linea group holding spa,https://permid.org/1-4297805945,Linea Group Holding SpA,92%,Excellent,linea group holding,https://permid.org/1-4297805945,Linea Group Holding SpA,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Italy,Italy,Includes also utility infrastructure operators.
433,lonza finance international nv,https://permid.org/1-5071534681,Lonza Finance International NV,92%,Excellent,lonza finance international,https://permid.org/1-5071534681,Lonza Finance International NV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Belgium,Belgium,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
434,lonza finance international nv,https://permid.org/1-5071534681,Lonza Finance International NV,92%,Excellent,lonza finance international,https://permid.org/1-5071534681,Lonza Finance International NV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Belgium,Belgium,Includes bank holding companies.
435,lonza finance international nv,https://permid.org/1-5071534681,Lonza Finance International NV,92%,Excellent,lonza finance international,https://permid.org/1-5071534681,Lonza Finance International NV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Belgium,Belgium,"Excludes providers of investment banking services, classified in Investment Banking."
436,lseg netherlands bv,https://permid.org/1-5079710330,LSEG Netherlands BV,92%,Excellent,lseg netherlands,https://permid.org/1-5079710330,LSEG Netherlands BV,92%,Excellent,True,0,0,0,0,0,0
437,luxottica group spa,https://permid.org/1-4295875513,Luxottica Group SpA,92%,Excellent,luxottica group,https://permid.org/1-4295875513,Luxottica Group SpA,92%,Excellent,True,Textiles & Apparel,Cyclical Consumer Products,Consumer Cyclicals,Italy,Italy,"Manufacturers of fabrics, leather and other textiles, apparel, accessories and footwear."
438,lvmh moet henn l vuitton se,,,,No Match,lvmh moet henn l vuitton,,,,No Match,False,0,0,0,0,0,0
439,lyb international finance ii,https://permid.org/1-5050307449,LYB International Finance II BV,92%,Excellent,lyb international finance ii,https://permid.org/1-5050307449,LYB International Finance II BV,92%,Excellent,True,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,"Producers and refiners of agricultural, commodity and specialty chemicals."
440,madrilena red de gas fin bv,https://permid.org/1-5040246454,Madrilena Red de Gas Finance BV,92%,Excellent,madrilena red de gas fin,https://permid.org/1-5040246454,Madrilena Red de Gas Finance BV,75%,Good,True,Natural Gas Utilities,Utilities,Utilities,Netherlands,Netherlands,Producers and distributors of natural gas.
441,mapfre sa,https://permid.org/1-4295889568,Mapfre SA,92%,Excellent,mapfre,https://permid.org/1-4295889568,Mapfre SA,92%,Excellent,True,Insurance,Insurance,Financials,Spain,Spain,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
442,mercialys,https://permid.org/1-4295868628,Mercialys SA,92%,Excellent,mercialy,,,,No Match,False,Residential & Commercial REITs,Real Estate,Real Estate,France,France,Investment trusts that secure interests related to rights on residential and commercial real estate.
443,merck financial services gmbh,https://permid.org/1-4298412088,Merck Financial Services GmbH,92%,Excellent,merck financial services,https://permid.org/1-4298412088,Merck Financial Services GmbH,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Germany,Germany,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
444,merck financial services gmbh,https://permid.org/1-4298412088,Merck Financial Services GmbH,92%,Excellent,merck financial services,https://permid.org/1-4298412088,Merck Financial Services GmbH,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Germany,Germany,Includes bank holding companies.
445,merck financial services gmbh,https://permid.org/1-4298412088,Merck Financial Services GmbH,92%,Excellent,merck financial services,https://permid.org/1-4298412088,Merck Financial Services GmbH,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Germany,Germany,"Excludes providers of investment banking services, classified in Investment Banking."
446,merlin properties socimi sa,https://permid.org/1-5042243092,MERLIN Properties SOCIMI SA,92%,Excellent,merlin properties socimi,https://permid.org/1-5042243092,MERLIN Properties SOCIMI SA,80%,Good,True,Residential & Commercial REITs,Real Estate,Real Estate,Spain,Spain,Investment trusts that secure interests related to rights on residential and commercial real estate.
447,metro ag,https://permid.org/1-4295868692,Ceconomy AG,92%,Excellent,metro,https://permid.org/1-4295860645,Metro Inc,92%,Excellent,False,Specialty Retailers,Retailers,Consumer Cyclicals,Germany,Germany,Retailers operating stores and dealerships focused on a single area.
448,metro ag,https://permid.org/1-4295868692,Ceconomy AG,92%,Excellent,metro,https://permid.org/1-4295860645,Metro Inc,92%,Excellent,False,Specialty Retailers,Retailers,Consumer Cyclicals,Germany,Germany,"Includes auto part, home improvement, home furnishing, office supply, toy, sporting equipment, book, kitchenware and houseware retailers."
449,metro ag,https://permid.org/1-4295868692,Ceconomy AG,92%,Excellent,metro,https://permid.org/1-4295860645,Metro Inc,92%,Excellent,False,Specialty Retailers,Retailers,Consumer Cyclicals,Germany,Germany,"Includes also garden centers, car and truck dealerships."
450,metro finance bv,https://permid.org/1-4296555329,Metro Finance BV,92%,Excellent,metro finance,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
451,metro finance bv,https://permid.org/1-4296555329,Metro Finance BV,92%,Excellent,metro finance,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,Includes bank holding companies.
452,metro finance bv,https://permid.org/1-4296555329,Metro Finance BV,92%,Excellent,metro finance,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
